Белок,Общие липиды (жиры),Углеводы,Энергия,Общие сахара,Пищевые волокна,"Натрий, Na"
4.4,11.6,78.1,432.0,,1.1,657.0
19.4,6.25,3.83,155.0,0.01,0.0,270.0
13.8,13.2,14.1,234.0,0.2,0.5,377.0
17.6,22.5,29.5,389.0,0.36,1.3,672.0
14.8,17.7,31.3,343.0,0.59,1.4,434.0
3.41,1.3,5.41,196.0,,1.0,325.0
2.89,0.92,8.98,233.0,,1.0,308.0
2.46,3.85,9.01,81.0,,1.2,353.0
3.16,1.23,6.24,204.0,,1.3,346.0
2.37,1.53,5.97,197.0,,,683.0
1.29,5.5,6.59,81.0,,0.6,697.0
1.46,0.44,15.2,71.0,,1.1,377.0
24.3,4.02,0.0,133.0,,0.0,50.0
28.3,2.78,1.8,146.0,1.2,0.0,993.0
28.3,2.78,1.8,146.0,,0.0,993.0
20.3,2.62,1.34,461.0,,0.0,751.0
0.0,0.0,0.0,59.0,0.0,0.0,16.0
0.34,0.07,82.7,322.0,,1.6,98.0
8.78,24.0,62.7,482.0,,3.1,225.0
4.13,26.9,59.5,2000.0,,5.0,142.0
0.03,3.3,90.4,391.0,,0.0,391.0
6.19,21.2,63.8,1930.0,,1.2,122.0
4.6,8.1,77.0,1600.0,,0.0,245.0
1.59,3.31,87.7,1620.0,,0.1,44.0
8.15,31.4,56.3,2260.0,,3.8,107.0
9.5,21.0,60.7,1960.0,,4.3,156.0
12.4,43.3,37.7,590.0,,3.5,111.0
5.09,32.2,60.0,2300.0,,7.2,23.0
2.13,27.6,55.9,2010.0,,6.4,128.0
2.2,29.0,67.1,539.0,,0.0,89.0
18.3,29.8,46.9,2210.0,,5.0,250.0
5.87,27.0,63.9,522.0,,0.0,88.0
9.53,31.3,55.5,2270.0,,3.3,264.0
7.5,30.0,60.0,2260.0,,7.5,25.0
1.32,0.06,89.0,364.0,,0.0,34.0
0.0,0.02,93.2,1560.0,,0.0,11.0
0.08,0.0,88.0,1470.0,,0.0,23.0
2.26,17.5,71.3,1890.0,,1.7,85.0
3.24,21.1,67.7,1980.0,,2.1,79.0
2.39,10.4,76.7,410.0,,1.7,45.0
4.38,18.9,68.2,1930.0,,2.5,39.0
3.78,6.59,77.8,387.0,,0.7,118.0
3.0,13.7,74.6,1820.0,,0.9,42.0
1.05,5.45,82.2,383.0,,0.0,47.0
0.0,0.2,88.1,1480.0,,0.0,7.0
0.0,0.0,98.9,1660.0,,0.1,44.0
12.5,21.5,60.5,469.0,,4.5,195.0
0.0,0.2,98.0,394.0,,0.0,38.0
0.0,0.0,98.6,394.0,,0.0,0.0
3.94,30.4,63.4,2220.0,,2.0,245.0
12.0,37.1,46.8,569.0,,4.4,52.0
9.76,35.7,51.7,2380.0,,3.6,74.0
12.8,38.5,44.9,577.0,,3.8,64.0
3.13,30.4,63.7,541.0,,1.3,317.0
5.58,34.5,57.5,563.0,,4.3,39.0
6.24,27.8,63.6,2180.0,,1.9,64.0
9.53,31.3,55.4,521.0,,3.3,264.0
13.4,25.0,52.9,2050.0,,3.8,231.0
8.72,20.2,67.4,473.0,,1.9,174.0
0.0,0.05,93.6,1570.0,,0.2,50.0
6.51,26.0,64.6,2170.0,,1.0,54.0
6.62,26.6,64.3,2190.0,,2.2,196.0
6.41,28.8,63.2,2250.0,,0.0,63.0
5.0,15.0,72.9,1870.0,,2.5,475.0
2.6,12.8,77.8,1820.0,,1.5,194.0
6.35,28.7,60.4,525.0,,9.1,8.0
5.81,29.3,63.0,2260.0,,8.7,7.0
9.51,37.1,50.2,573.0,,10.4,9.0
8.21,26.2,62.1,2160.0,,7.8,40.0
5.19,32.4,59.4,520.0,,7.6,4.0
5.94,31.7,59.8,2280.0,,2.4,63.0
7.53,27.8,60.5,522.0,,5.6,45.0
4.28,19.3,72.4,1990.0,,2.0,136.0
4.33,21.1,71.2,2060.0,,2.8,61.0
4.78,23.4,68.4,2100.0,,2.7,68.0
10.2,29.3,56.9,2210.0,,4.0,213.0
9.57,26.1,60.5,2160.0,,3.7,50.0
8.1,23.0,62.7,1950.0,,2.0,170.0
4.01,17.2,71.2,1910.0,,1.0,167.0
4.28,19.2,68.5,1940.0,,0.7,273.0
3.82,20.4,67.6,458.0,,2.8,246.0
3.2,17.5,71.2,443.0,,2.9,168.0
2.59,15.2,75.9,443.0,,1.3,172.0
3.3,18.0,71.8,1940.0,,1.0,146.0
7.15,24.3,61.1,2010.0,,2.3,224.0
0.19,4.37,90.8,405.0,,0.0,15.0
0.18,4.0,91.0,401.0,,0.0,14.0
0.19,4.34,90.8,1690.0,,0.0,15.0
0.19,4.25,90.8,1680.0,,0.0,15.0
5.4,22.4,64.7,1970.0,,2.6,156.0
7.53,23.8,61.5,491.0,,2.3,239.0
6.86,24.4,62.8,488.0,,1.9,189.0
15.2,36.2,43.6,2240.0,,4.7,358.0
0.41,8.36,82.4,1710.0,,0.0,2.0
0.41,8.21,82.6,1710.0,,0.0,2.0
0.41,8.31,82.8,1710.0,,0.0,2.0
0.39,7.78,79.7,400.0,,0.0,89.0
4.91,24.8,64.8,502.0,,1.1,198.0
7.3,33.3,56.0,2310.0,,3.0,266.0
9.18,32.7,54.1,547.0,,3.1,226.0
1.8,0.2,81.3,318.0,,0.1,80.0
7.65,29.7,59.4,2240.0,,3.4,79.0
7.41,33.2,55.2,2300.0,,5.7,70.0
13.1,33.5,49.7,519.0,,4.7,41.0
4.1,14.8,68.4,1630.0,,3.1,36.0
9.0,34.4,53.4,526.0,,6.2,74.0
7.64,29.4,59.7,511.0,,3.3,86.0
4.6,26.6,58.9,493.0,,3.7,145.0
10.2,33.2,54.3,2250.0,,3.8,41.0
2.5,19.3,71.0,468.0,,1.0,203.0
1.67,11.9,79.5,1810.0,,2.4,1.0
5.4,21.6,64.8,475.0,,2.0,230.0
2.0,7.5,80.9,1620.0,,0.2,295.0
5.4,18.9,72.9,459.0,,2.0,230.0
6.67,18.3,68.4,1950.0,,1.7,13.0
7.5,27.5,60.4,519.0,,2.5,38.0
5.0,26.0,67.0,500.0,,1.9,150.0
9.7,34.0,53.0,512.0,,9.7,36.0
7.7,23.0,65.5,1930.0,,1.9,193.0
4.4,17.0,71.0,1770.0,,2.2,33.0
3.33,1.67,92.4,1660.0,,3.3,33.0
15.5,33.7,47.4,522.0,,4.1,156.0
7.57,19.0,71.2,486.0,,2.5,445.0
3.3,25.9,59.6,2030.0,,3.5,48.0
11.3,29.8,55.2,2180.0,,3.1,179.0
8.93,23.2,63.9,495.0,,3.6,321.0
11.3,32.1,52.8,517.0,,3.9,141.0
10.2,30.5,55.4,2150.0,,3.6,357.0
12.5,24.8,59.9,2080.0,,3.0,194.0
8.66,23.4,61.6,474.0,,2.9,330.0
5.08,20.9,68.0,1980.0,,0.9,188.0
4.2,30.0,63.9,2010.0,,5.9,11.0
4.2,29.7,63.4,477.0,,5.9,11.0
11.6,33.3,50.3,2160.0,,7.7,167.0
2.31,9.52,73.8,1630.0,,2.4,131.0
5.54,32.4,60.5,556.0,,6.5,6.0
10.0,17.9,68.3,465.0,,2.5,13.0
3.9,34.2,60.4,507.0,,5.5,16.0
2.2,9.3,80.4,1530.0,,2.1,26.0
8.51,30.6,58.0,2220.0,,1.7,101.0
0.03,3.33,91.6,397.0,,0.0,52.0
0.0,0.0,92.0,1380.0,,2.5,1640.0
5.71,28.6,61.2,2040.0,,2.5,54.0
1.07,32.8,64.7,2340.0,,0.0,135.0
1.59,3.31,87.7,387.0,,0.1,44.0
6.21,33.8,44.9,2130.0,,2.5,68.0
2.97,1.7,79.4,338.0,,0.1,261.0
2.3,2.64,79.4,347.0,,0.6,195.0
2.56,2.32,79.2,1460.0,,0.0,287.0
8.04,23.7,63.2,494.0,,1.9,299.0
5.87,32.1,59.2,539.0,,0.2,90.0
1.78,7.32,81.6,1650.0,,2.0,46.0
2.19,7.17,81.0,1610.0,,2.0,28.0
3.1,5.7,82.4,384.0,60.9,0.0,144.0
0.0,0.32,99.6,401.0,99.8,0.0,1.0
0.1,2.28,94.4,400.0,69.4,0.0,26.0
0.1,3.0,85.8,371.0,49.2,0.0,317.0
0.1,3.0,85.8,371.0,49.2,0.0,317.0
0.0,0.0,98.9,396.0,59.0,0.1,44.0
0.0,0.2,98.0,394.0,62.9,0.0,38.0
0.0,0.0,98.9,396.0,59.0,0.1,44.0
0.0,0.2,98.0,394.0,62.9,0.0,38.0
1.8,0.2,81.3,318.0,57.6,0.1,80.0
0.0,0.1,98.3,394.0,31.4,0.0,19.0
1.95,8.26,86.6,429.0,61.3,0.9,43.0
0.05,1.13,95.7,394.0,64.6,0.0,32.0
0.0,0.0,98.6,394.0,0.0,0.0,0.0
8.38,13.3,72.6,444.0,42.6,3.6,132.0
7.57,19.0,71.2,486.0,51.3,2.5,445.0
0.0,15.3,84.7,473.0,84.8,0.0,2.0
0.2,4.12,87.9,390.0,73.5,0.0,6.0
6.31,6.51,18.4,157.0,0.75,1.1,618.0
0.0,100.0,0.0,900.0,0.0,0.0,0.0
0.33,0.11,15.6,65.0,15.6,0.3,13.0
0.82,0.18,8.16,38.0,7.88,0.8,30.0
0.0,0.08,10.2,98.0,8.94,0.0,2.0
2.36,0.86,4.89,96.0,,3.2,2350.0
1.04,0.33,6.73,128.0,,2.8,2.0
1.21,0.0,57.0,216.0,57.0,0.0,341.0
1.16,12.3,48.5,295.0,48.5,0.0,368.0
,,,,,,
0.0,0.0,10.7,42.0,,0.0,4.0
0.0,0.0,13.3,51.0,,0.0,12.0
0.0,0.0,0.1,0.0,,0.0,16.0
0.76,0.11,4.74,82.0,,1.7,412.0
0.76,0.11,5.33,22.0,,1.7,176.0
0.7,0.1,4.07,17.0,,1.6,170.0
29.5,4.38,0.0,166.0,0.0,0.0,367.0
6.7,84.4,0.0,3290.0,,,
10.8,31.4,0.0,326.0,,,
22.6,3.37,0.0,122.0,,0.0,52.0
28.8,4.82,0.0,159.0,,0.0,45.0
15.0,3.9,6.8,512.0,,,
52.1,5.23,0.0,255.0,,0.0,390.0
59.4,3.67,0.0,1130.0,,0.0,950.0
13.7,22.8,0.0,1090.0,,,
0.5,1.3,13.6,62.0,,,3.0
4.62,0.65,88.9,929.0,,39.8,35.0
7.96,6.0,17.6,156.0,,1.4,371.0
19.0,11.0,7.8,206.0,,0.9,467.0
10.5,11.1,12.4,799.0,,1.3,524.0
5.87,3.92,15.7,509.0,,1.5,270.0
3.42,1.75,18.6,435.0,,1.7,218.0
0.95,0.15,9.28,40.0,3.91,0.8,66.0
0.95,0.15,9.28,40.0,,0.8,66.0
8.1,1.49,79.6,341.0,,23.6,275.0
0.805,0.138,9.08,,,2.69,62.7
0.64,0.13,8.24,145.0,,2.9,78.0
0.64,2.38,5.39,44.0,2.42,1.5,252.0
0.62,3.1,5.38,50.0,2.41,1.5,235.0
0.63,2.74,5.38,47.0,2.41,1.5,244.0
0.64,0.19,5.54,25.0,2.48,1.5,242.0
0.64,0.19,5.54,25.0,,1.5,42.0
0.59,0.14,5.36,23.0,,1.8,34.0
0.59,2.33,5.21,42.0,2.4,1.7,50.0
0.57,3.05,5.2,49.0,2.39,1.7,33.0
0.58,2.69,5.21,45.0,2.39,1.7,42.0
0.59,0.14,5.36,23.0,2.46,1.8,34.0
0.64,0.19,5.54,105.0,,1.5,242.0
0.58,0.14,5.37,23.0,,1.8,240.0
0.97,0.25,9.98,43.0,4.94,2.9,72.0
0.76,0.18,8.22,147.0,,3.0,302.0
0.76,0.18,8.22,35.0,,3.0,58.0
0.93,4.57,9.47,79.0,4.69,2.8,274.0
0.96,2.52,9.67,62.0,4.79,2.8,205.0
0.94,3.27,9.66,69.0,4.78,2.8,187.0
0.95,2.89,9.67,65.0,4.78,2.8,196.0
0.97,0.25,9.95,43.0,4.92,2.9,192.0
0.8,2.64,7.68,57.0,4.08,3.1,193.0
0.78,3.36,7.67,64.0,4.07,3.1,176.0
0.58,0.68,7.73,155.0,,3.3,295.0
0.58,0.68,7.73,155.0,,3.3,59.0
0.79,3.0,7.67,61.0,4.07,3.1,185.0
0.81,0.47,7.9,39.0,4.19,3.2,182.0
0.81,0.47,7.92,153.0,,3.2,66.0
0.78,0.46,7.9,152.0,,3.3,68.0
0.9,2.68,16.7,90.0,12.1,2.6,197.0
0.941,0.351,10.3,,,3.1,86.6
0.95,2.89,9.67,65.0,4.78,2.8,196.0
0.93,0.24,9.58,41.0,4.74,2.8,69.0
0.93,0.24,9.58,173.0,,2.8,69.0
1.25,15.7,17.2,208.0,12.0,2.4,178.0
0.84,16.0,8.16,176.0,4.47,2.1,178.0
2.54,0.52,71.2,299.0,3.18,3.4,1180.0
12.1,53.0,30.3,609.0,9.09,3.0,295.0
10.3,41.2,43.7,563.0,25.1,2.0,394.0
14.8,47.7,31.6,581.0,4.84,2.9,208.0
15.3,46.4,32.7,574.0,5.01,3.0,16.0
14.7,47.5,31.4,578.0,4.81,2.9,399.0
15.3,46.4,32.7,574.0,5.01,3.0,16.0
14.8,48.0,31.7,584.0,4.86,2.9,16.0
6.67,17.2,19.0,258.0,1.8,1.3,981.0
1.42,3.03,39.6,191.0,1.78,1.9,145.0
1.36,0.28,38.1,160.0,,1.8,14.0
1.04,0.1,27.4,101.0,,0.3,907.0
1.04,0.1,27.4,423.0,,0.3,20.0
1.18,0.0,5.14,106.0,,4.5,109.0
2.0,0.29,5.18,26.0,1.99,2.1,31.0
1.84,0.45,4.11,96.0,,2.3,242.0
1.84,0.45,4.11,96.0,,2.3,15.0
1.95,2.56,5.02,46.0,1.94,2.0,165.0
1.94,3.31,5.01,52.0,1.93,2.0,147.0
1.94,2.93,5.02,49.0,1.93,2.0,156.0
1.99,0.29,5.16,26.0,1.98,2.1,152.0
1.58,2.4,3.64,38.0,1.03,2.6,147.0
1.56,3.12,3.63,45.0,1.02,2.6,130.0
1.61,0.22,3.16,71.0,,2.7,254.0
1.61,0.22,3.75,80.0,,2.7,18.0
1.57,2.76,3.64,41.0,1.02,2.6,138.0
1.6,0.22,3.74,19.0,1.05,2.7,134.0
2.01,0.27,4.68,24.0,,2.3,24.0
3.04,0.31,6.28,134.0,,3.3,23.0
3.04,0.31,6.28,136.0,,3.3,259.0
2.95,0.3,6.09,31.0,,3.2,23.0
1.94,2.93,5.02,49.0,1.93,2.0,156.0
1.59,0.25,8.98,41.0,6.45,1.7,969.0
1.64,0.238,4.72,,,1.95,20.0
1.92,0.28,4.97,25.0,,2.0,30.0
1.92,0.28,4.97,25.0,1.91,2.0,30.0
24.6,17.9,4.0,264.0,0.0,0.0,1500.0
0.96,0.19,5.9,27.0,,,297.0
0.96,0.19,5.9,27.0,,1.2,61.0
1.5,0.3,9.2,42.0,,1.8,100.0
0.69,0.17,2.97,14.0,1.34,1.6,80.0
0.67,2.26,3.57,37.0,0.68,0.3,264.0
0.73,2.92,3.1,39.0,1.4,1.7,213.0
0.83,0.16,4.0,74.0,,1.6,327.0
0.83,0.16,4.0,74.0,,1.6,91.0
0.57,0.16,7.32,32.0,5.98,1.3,1010.0
0.492,0.162,3.32,,,,97.2
0.69,0.17,2.97,14.0,1.34,1.6,80.0
0.69,0.17,2.97,14.0,,1.6,80.0
0.85,0.3,3.65,18.0,,1.7,11.0
0.08,0.03,1.0,5.0,0.06,0.3,5.0
0.08,0.03,1.0,5.0,0.06,0.3,5.0
5.0,10.0,69.8,389.0,25.0,22.5,237.0
5.71,11.4,72.3,415.0,42.9,3.8,185.0
10.1,19.8,64.4,471.0,28.6,5.3,294.0
9.14,22.9,61.1,487.0,33.1,2.9,414.0
16.7,7.69,63.4,390.0,42.3,7.7,321.0
18.6,15.7,53.3,429.0,17.1,11.4,293.0
4.22,8.67,67.6,365.0,29.0,3.0,354.0
9.38,10.9,66.7,403.0,32.4,7.5,195.0
4.22,8.67,67.6,365.0,29.0,3.0,354.0
9.09,9.09,72.7,409.0,31.8,1.8,428.0
13.8,31.9,44.3,486.0,22.6,6.4,46.0
5.55,12.5,69.4,412.0,20.8,3.1,312.0
4.17,8.33,79.2,408.0,29.2,4.2,313.0
7.52,20.4,65.0,480.0,37.6,3.2,269.0
5.65,16.6,70.2,418.0,28.9,3.8,291.0
7.17,17.5,66.3,451.0,30.0,5.7,167.0
9.6,31.2,54.1,536.0,23.6,3.8,193.0
7.52,20.4,65.0,480.0,37.6,3.2,269.0
10.2,31.1,53.4,508.0,23.7,2.8,193.0
13.8,31.9,44.3,486.0,22.6,6.4,46.0
5.0,10.0,69.8,389.0,25.0,22.5,237.0
4.17,8.33,79.2,408.0,29.2,4.2,313.0
10.1,19.8,64.4,471.0,28.6,5.3,294.0
5.9,0.9,77.6,342.0,45.2,7.4,16.0
8.6,20.0,60.1,455.0,34.0,4.3,486.0
10.1,19.8,64.4,471.0,28.6,5.3,294.0
5.55,12.5,69.4,412.0,20.8,3.1,312.0
5.2,32.2,55.2,531.0,34.3,6.2,152.0
3.4,9.0,80.5,417.0,19.4,0.0,351.0
5.71,11.4,74.3,423.0,40.0,4.4,271.0
8.13,1.18,78.7,353.0,29.3,12.4,347.0
9.65,2.42,75.0,361.0,15.3,20.5,585.0
5.35,4.24,81.8,380.0,35.5,1.4,547.0
5.39,4.98,81.0,388.0,34.4,5.0,425.0
5.88,9.92,75.2,414.0,29.8,5.1,539.0
2.21,1.09,11.4,64.0,0.17,1.7,70.0
4.77,1.27,84.7,375.0,32.5,2.6,516.0
6.4,1.6,79.5,365.0,9.44,3.5,703.0
7.74,2.57,77.8,371.0,12.2,7.3,525.0
7.88,2.61,77.1,369.0,10.4,5.4,729.0
5.36,3.24,81.4,381.0,28.4,4.5,649.0
4.31,5.53,82.1,398.0,42.8,2.7,701.0
5.66,2.16,83.8,380.0,37.1,2.2,424.0
8.17,4.07,76.6,372.0,33.7,6.1,639.0
4.28,3.89,82.9,384.0,33.8,0.3,542.0
5.14,3.23,82.2,383.0,31.6,5.4,504.0
9.82,13.0,67.4,420.0,22.2,7.4,161.0
7.33,1.15,80.9,363.0,28.4,8.0,617.0
19.0,1.58,68.0,356.0,13.0,3.2,680.0
11.6,3.59,74.0,373.0,20.1,14.6,233.0
8.62,5.37,76.0,385.0,32.4,7.6,580.0
8.62,5.37,76.0,385.0,32.4,7.6,580.0
8.54,3.76,76.2,373.0,20.5,10.9,385.0
10.5,5.77,72.0,379.0,18.6,9.1,543.0
12.4,6.17,67.9,374.0,4.9,10.5,506.0
10.4,10.2,68.3,403.0,15.6,12.9,235.0
7.43,6.06,76.2,392.0,20.7,4.6,428.0
10.4,5.21,73.1,378.0,20.5,8.0,463.0
5.37,4.61,81.4,384.0,35.0,3.2,486.0
4.71,3.56,82.6,383.0,32.7,2.9,523.0
8.02,5.71,76.1,388.0,26.5,6.1,504.0
6.88,4.44,78.5,381.0,25.4,4.8,530.0
7.34,11.1,73.0,422.0,31.1,5.0,525.0
9.41,3.89,73.7,370.0,7.17,7.0,605.0
9.5,1.66,77.2,357.0,0.22,8.7,4.0
7.74,4.01,77.7,379.0,25.4,6.6,527.0
8.42,3.67,76.9,376.0,19.8,6.4,509.0
4.95,0.92,86.0,372.0,39.2,0.3,355.0
6.96,1.21,79.8,358.0,9.85,0.4,505.0
7.01,2.19,77.4,357.0,6.97,5.4,813.0
9.52,1.41,78.9,367.0,20.0,10.3,2.0
11.9,1.68,73.8,358.0,0.27,13.0,2.0
10.1,1.47,76.3,359.0,14.0,10.4,574.0
10.5,1.52,75.0,356.0,10.1,13.5,578.0
11.2,3.3,75.7,1470.0,,9.1,27.0
7.41,3.7,84.0,333.0,,18.5,704.0
3.34,3.5,87.2,405.0,,3.8,534.0
9.5,6.3,73.8,388.0,,8.5,8.0
7.1,3.33,84.7,400.0,,4.3,533.0
12.4,6.6,73.2,372.0,,10.1,497.0
13.7,24.3,53.9,489.0,,8.9,26.0
14.4,1.41,78.2,353.0,,14.1,200.0
4.51,2.71,87.3,1630.0,,2.3,454.0
4.19,4.17,86.6,1660.0,,1.8,633.0
4.9,11.5,79.9,1850.0,,4.7,462.0
3.5,3.67,88.2,1640.0,,2.5,368.0
3.32,12.1,78.3,425.0,,5.0,473.0
3.41,4.61,86.8,1630.0,,3.3,350.0
4.15,3.43,87.9,1660.0,,1.1,534.0
3.64,5.28,81.6,1680.0,,1.7,806.0
3.32,0.35,90.6,1610.0,,1.9,855.0
6.07,1.12,86.4,346.0,,0.4,924.0
4.25,0.87,90.2,1630.0,,1.2,451.0
9.09,1.94,81.8,1480.0,,10.9,18.0
3.9,3.15,90.1,404.0,,1.0,630.0
5.77,0.89,89.7,1550.0,,2.6,204.0
3.45,1.72,89.7,379.0,,3.4,759.0
4.46,9.97,74.7,1660.0,,4.4,838.0
8.59,4.51,79.6,1620.0,,6.3,695.0
6.94,3.53,82.8,387.0,,4.9,667.0
6.78,4.17,84.9,396.0,,5.0,515.0
7.8,4.88,77.3,1590.0,,6.1,453.0
7.63,1.87,80.4,342.0,,10.2,466.0
4.69,3.2,85.9,391.0,,2.2,453.0
8.6,4.51,79.8,388.0,,6.3,683.0
8.18,1.83,80.9,373.0,,10.0,14.0
11.9,5.46,75.3,350.0,,16.6,458.0
11.2,18.3,66.1,467.0,,8.4,74.0
10.0,3.0,78.0,380.0,,8.0,380.0
9.9,2.1,80.5,1370.0,,18.3,540.0
9.8,8.8,70.9,1630.0,,11.2,238.0
8.9,5.9,76.6,1610.0,,11.1,214.0
7.1,5.0,82.8,1670.0,,5.8,464.0
7.6,1.6,78.9,1350.0,,13.7,382.0
6.5,5.3,81.6,395.0,,4.7,341.0
8.5,8.7,77.4,413.0,,7.4,239.0
10.0,4.6,80.3,1630.0,,7.1,592.0
4.8,4.1,85.7,397.0,,1.6,594.0
4.62,4.02,86.1,402.0,,0.8,531.0
5.5,1.7,90.1,380.0,,5.0,95.0
11.2,1.81,80.5,1510.0,,13.0,465.0
9.4,3.7,82.0,1570.0,,10.2,470.0
9.0,10.5,73.0,403.0,,9.7,287.0
7.9,7.1,74.3,1580.0,,9.3,247.0
7.9,5.1,81.8,1650.0,,7.8,267.0
7.12,5.46,81.2,401.0,,4.2,454.0
7.0,5.4,82.0,399.0,,5.2,483.0
7.7,7.3,79.6,1710.0,,5.5,417.0
6.7,4.9,83.3,1670.0,,5.4,410.0
8.5,2.9,83.6,373.0,,10.7,102.0
6.01,2.93,86.6,394.0,,3.2,553.0
10.9,2.06,80.6,1420.0,,14.7,0.0
7.8,1.9,83.8,1470.0,,9.6,19.0
11.4,2.01,79.0,337.0,,12.4,2.0
11.8,2.1,81.4,1470.0,,12.4,2.0
6.6,5.0,83.0,1630.0,,4.4,596.0
11.3,4.83,78.0,380.0,,8.3,347.0
7.63,5.61,80.1,376.0,,9.1,554.0
10.6,11.6,73.6,1760.0,,10.2,50.0
4.39,5.12,85.5,1660.0,,2.5,754.0
4.45,4.83,85.9,1660.0,,2.6,725.0
4.41,5.66,85.1,1680.0,,2.5,719.0
4.6,3.99,87.1,1650.0,,2.6,637.0
7.1,9.23,78.6,1740.0,,2.7,742.0
4.44,4.83,85.9,1660.0,,2.6,724.0
3.92,7.63,83.6,1730.0,,2.1,679.0
6.41,3.44,83.8,1590.0,,3.4,825.0
8.42,5.52,80.6,388.0,,9.6,234.0
9.17,4.06,78.9,373.0,,6.3,477.0
10.6,4.56,79.8,382.0,,8.1,275.0
4.21,1.61,89.9,382.0,,2.7,452.0
4.55,1.45,88.9,1590.0,,2.6,758.0
7.62,7.33,79.7,407.0,,2.5,774.0
11.4,5.04,75.4,1560.0,,8.6,653.0
9.21,11.1,74.7,1750.0,,9.9,47.0
11.4,4.83,77.8,379.0,,8.3,347.0
11.2,4.88,78.1,379.0,,8.7,344.0
9.66,10.4,74.7,1720.0,,9.4,54.0
6.37,4.06,83.7,331.0,,15.3,759.0
9.33,4.14,78.6,373.0,,6.3,488.0
9.14,4.1,79.0,374.0,,6.3,463.0
9.98,4.43,77.7,374.0,,6.6,501.0
7.01,0.9,87.8,383.0,,1.4,5.0
16.3,2.15,76.4,366.0,,9.4,5.0
11.2,2.01,81.0,1460.0,,11.8,4.0
4.51,6.08,85.0,1700.0,,2.3,740.0
12.4,5.11,74.9,1560.0,,10.2,365.0
5.83,1.05,85.8,1570.0,,2.6,767.0
5.9,0.91,88.0,384.0,,2.7,571.0
6.69,1.26,86.2,383.0,,0.7,545.0
5.94,0.95,86.8,379.0,,1.5,517.0
10.2,3.36,79.8,390.0,,16.9,586.0
10.7,5.36,76.0,1650.0,,10.7,571.0
6.3,0.5,89.8,402.0,,1.7,3.0
26.6,7.78,58.1,1560.0,,10.2,11.0
17.6,5.16,59.5,839.0,,41.3,6.0
31.4,9.56,49.4,366.0,,11.9,6.0
16.0,11.6,65.8,346.0,,20.3,206.0
11.4,2.86,81.5,371.0,,11.4,371.0
7.1,5.6,76.2,1610.0,,9.7,245.0
29.1,10.7,49.6,382.0,,15.1,4.0
14.7,1.2,79.6,364.0,,4.4,4.0
1.71,0.46,14.8,71.0,,0.8,223.0
1.71,0.46,14.8,298.0,,0.8,2.0
7.65,1.75,79.1,370.0,,4.6,1.0
1.23,0.39,13.9,65.0,,0.7,2.0
8.8,1.2,79.6,371.0,,1.6,1.0
1.23,0.39,13.9,65.0,,0.7,223.0
0.9,0.1,11.5,52.0,,0.1,173.0
6.3,0.5,82.4,370.0,,0.7,6.0
1.95,0.37,10.7,230.0,,1.5,4.0
1.65,0.42,11.2,56.0,,0.4,4.0
11.8,1.47,72.6,1500.0,,4.4,7.0
1.88,0.37,10.1,52.0,,0.7,45.0
1.44,0.2,11.7,234.0,,0.7,34.0
11.6,1.41,71.8,355.0,,4.4,328.0
10.6,1.4,75.5,366.0,,3.3,571.0
1.84,0.24,13.1,259.0,,0.6,102.0
1.46,0.21,10.7,50.0,,0.5,129.0
1.44,0.21,10.5,50.0,,0.5,6.0
10.5,1.5,76.5,1550.0,,3.8,7.0
1.82,0.34,10.9,55.0,,0.8,18.0
11.6,1.41,73.2,1510.0,,4.2,124.0
1.82,0.34,10.9,220.0,,0.8,126.0
10.6,0.5,78.0,369.0,,1.9,3.0
10.6,0.82,79.6,1520.0,,2.8,10.0
1.37,0.1,9.22,199.0,,0.4,1.0
10.5,0.49,77.2,365.0,,2.9,3.0
8.82,0.47,80.5,1540.0,,1.8,5.0
11.8,0.7,77.2,365.0,,2.1,0.0
1.67,0.09,10.1,48.0,,0.3,0.0
2.03,0.95,7.49,43.0,,1.7,46.0
9.25,4.73,76.7,1620.0,,7.2,505.0
11.9,6.9,69.5,1520.0,,10.0,220.0
2.37,1.36,11.7,283.0,,1.7,49.0
9.53,4.84,76.1,1540.0,,8.0,434.0
2.37,1.21,19.0,96.0,,2.0,111.0
1.98,0.95,17.9,369.0,,1.3,111.0
2.54,1.52,12.0,71.0,,1.7,71.0
13.2,6.52,67.7,1590.0,,10.1,6.0
2.54,1.52,12.0,71.0,,1.7,4.0
8.98,5.46,73.0,1520.0,,4.2,1640.0
7.31,2.14,78.4,343.0,,4.2,1120.0
1.58,0.49,16.0,309.0,,1.1,227.0
8.8,1.2,79.6,348.0,,4.8,1.0
8.8,1.6,79.2,1510.0,,1.6,1.0
8.8,4.67,74.2,360.0,,4.3,1520.0
8.12,5.64,74.8,1540.0,,4.7,1200.0
9.93,1.73,75.4,340.0,,5.1,1520.0
10.7,4.68,71.1,1490.0,,4.2,1930.0
9.83,1.58,75.9,342.0,,4.6,1800.0
16.0,6.3,67.0,1540.0,,9.8,4.0
10.3,5.64,72.2,358.0,,9.7,535.0
8.62,4.61,76.7,1530.0,,8.3,454.0
8.97,4.85,75.7,368.0,,6.7,700.0
11.3,6.11,69.4,358.0,,8.8,760.0
8.79,4.8,75.7,1530.0,,22.3,473.0
10.4,5.1,74.5,369.0,,8.2,416.0
8.69,7.59,73.7,384.0,,6.4,500.0
8.3,6.37,75.4,379.0,,6.0,499.0
